"PF02209","1vii","All alpha proteins","VHP Villin headpiece domain","VHP Villin headpiece domain","VHP Villin headpiece domain"
"PF02211","2ahj","Alpha and beta proteins (a+b)","Nitrile hydratase alpha chain","Nitrile hydratase alpha chain","Nitrile hydratase alpha chain"
"PF02213","1gyf","Alpha and beta proteins (a+b)","GYF/BRK domainlike","GYF domain","GYF domain"
"PF02214","1t1d","Alpha and beta proteins (a+b)","POZ domain","POZ domain","Tetramerization domain of potassium channels"
"PF02216","1bdc","All alpha proteins","immunoglobulin/albumin-binding domain-like","Bacterial immunoglobulin/albumin-binding domains","Immunoglobulin-binding protein A modules"
"PF02217","2tbd","Alpha and beta proteins (a+b)","Origin of replicationbinding domain RBDlike","Origin of replicationbinding domain RBDlike","The origin DNAbinding domain of SV Tantigen"
"PF02219","1b5t","Alpha and beta proteins (a/b)","TIM beta/alpha-barrel","FAD-linked oxidoreductase","Methylenetetrahydrofolate reductase"
"PF02221","1a9v","All beta proteins","Immunoglobulin-like beta-sandwich","E set domains","ML domain"
"PF02222","1scu","Alpha and beta proteins (a/b)","Flavodoxinlike","SuccinylCoA synthetase domains","SuccinylCoA synthetase domains"
"PF02223","4tmk","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","Nucleotide and nucleoside kinases"
"PF02224","2cmk","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","Nucleotide and nucleoside kinases"
"PF02225","1cx8","All alpha proteins","N-cbl like","Transferrin receptor-like dimerisation domain","Transferrin receptor-like dimerisation domain"
"PF02226","1aym","All beta proteins","1  Nucleoplasmin-like/VP (viral coat and capsid proteins)","4  Positive stranded ssRNA viruses","1  Picornaviridae-like VP (VP1 VP2 VP3 and VP4)"
"PF02228","1jvr","All alpha proteins","Retroviral matrix proteins","Retroviral matrix proteins","HTLVII matrix protein"
"PF02229","1pcf","Alpha and beta proteins (a+b)","ssDNAbinding transcriptional regulator domain","ssDNAbinding transcriptional regulator domain","Transcriptional coactivator PC Cterminal domain"
"PF02230","1auo","Alpha and beta proteins (a/b)","alpha/betaHydrolases","alpha/betaHydrolases","Carboxylesterase/thioesterase"
"PF02232","16vp","Alpha and beta proteins (a+b)","Conserved core of transcriptional regulatory protein vp","Conserved core of transcriptional regulatory protein vp","Conserved core of transcriptional regulatory protein vp"
"PF02233","1d4o","Alpha and beta proteins (a/b)","DHSlike NAD/FADbinding domain","DHSlike NAD/FADbinding domain","Transhydrogenase domain III (dIII)"
"PF02234","1jsu","Alpha and beta proteins (a+b)","Protein kinaselike (PKlike)","Protein kinaselike (PKlike)","Protein kinases catalytic subunit"
"PF02236","1adu","All alpha proteins","Domain of early E2A DNA-binding protein ADDBP","Domain of early E2A DNA-binding protein ADDBP","Domain of early E2A DNA-binding protein ADDBP"
"PF02237","1bia","All alpha proteins","DNA/RNA-binding 3-helical bundle","""Winged helix"" DNA-binding domain","Biotin repressor-like"
"PF02238","1occ","All alpha proteins","Cytochrome c oxidase subunit h","Cytochrome c oxidase subunit h","Cytochrome c oxidase subunit h"
"PF02239","1aof","All alpha proteins","Cytochrome c","Cytochrome c","N-terminal (heme c) domain of cytochrome cd1-nitrite reductase"
"PF02240","1mro","All alpha proteins","Methylcoenzyme M reductase alpha and beta chain Cterminal domain","Methylcoenzyme M reductase alpha and beta chain Cterminal domain","Methylcoenzyme M reductase alpha and beta chain Cterminal domain"
"PF02241","1mro","All alpha proteins","Methylcoenzyme M reductase alpha and beta chain Cterminal domain","Methylcoenzyme M reductase alpha and beta chain Cterminal domain","Methylcoenzyme M reductase alpha and beta chain Cterminal domain"
"PF02244","1pba","Alpha and beta proteins (a+b)","Ferredoxinlike","Protease propeptides/inhibitors","Pancreatic carboxypeptidase activation domain"
"PF02246","2ptl","Alpha and beta proteins (a+b)","betaGrasp (ubiquitinlike)","Immunoglobulinbinding domains","Immunoglobulinbinding domains"
"PF02247","1bmv","All beta proteins","1  Nucleoplasmin-like/VP (viral coat and capsid proteins)","4  Positive stranded ssRNA viruses","2  Comoviridae-like VP"
"PF02248","1bmv","All beta proteins","1  Nucleoplasmin-like/VP (viral coat and capsid proteins)","4  Positive stranded ssRNA viruses","2  Comoviridae-like VP"
"PF02249","1mro","All alpha proteins","Methylcoenzyme M reductase alpha and beta chain Cterminal domain","Methylcoenzyme M reductase alpha and beta chain Cterminal domain","Methylcoenzyme M reductase alpha and beta chain Cterminal domain"
"PF02250","1cq3","All beta proteins","Soluble secreted chemokine inhibitor VCCI","Soluble secreted chemokine inhibitor VCCI","Soluble secreted chemokine inhibitor VCCI"
"PF02251","1avo","All alpha proteins","Fourhelical upanddown bundle","Proteasome activator","Proteasome activator"
"PF02252","1avo","All alpha proteins","Fourhelical upanddown bundle","Proteasome activator","Proteasome activator"
"PF02254","1lsu","Alpha and beta proteins (a/b)","NAD(P)binding Rossmannfold domains","NAD(P)binding Rossmannfold domains","Potassium channel NADbinding domain"
"PF02255","1e2a","All alpha proteins","Spectrin repeat-like","Enzyme IIa from lactose specific PTS IIa-lac","Enzyme IIa from lactose specific PTS IIa-lac"
"PF02256","1hfe","Alpha and beta proteins (a/b)","Feonly hydrogenase","Feonly hydrogenase","Feonly hydrogenase"
"PF02257","1dp7","All alpha proteins","DNA/RNAbinding helical bundle","""Winged helix"" DNAbinding domain","P originbinding domainlike"
"PF02258","2bos","All beta proteins","OBfold","Bacterial enterotoxins","Bacterial AB toxins Bsubunits"
"PF02261","1aw8","All beta proteins","Double psi betabarrel","ADClike","Pyruvoyl dependent aspartate decarboxylase ADC"
"PF02262","1b47","Alpha and beta proteins (a+b)","SHlike","SH domain","SH domain"
"PF02263","1dg3","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","G proteins"
"PF02265","1ak0","All alpha proteins","Phospholipase C/P nuclease","Phospholipase C/P nuclease","P nuclease"
"PF02267","1lbe","Alpha and beta proteins (a/b)","Flavodoxinlike","N(deoxy)ribosyltransferaselike","ADP ribosyl cyclaselike"
"PF02268","1ytf","All alpha proteins","Transcription factor IIA (TFIIA) alpha-helical domain","Transcription factor IIA (TFIIA) alpha-helical domain","Transcription factor IIA (TFIIA) alpha-helical domain"
"PF02269","1bh9","All alpha proteins","Histonefold","Histonefold","TBPassociated factors TAFs"
"PF02270","2bby","All alpha proteins","DNA/RNAbinding helical bundle","""Winged helix"" DNAbinding domain","DNAbinding domain from rap"
"PF02271","1bcc","All alpha proteins","Cytochrome c","Cytochrome c","Cytochrome bc1 domain"
"PF02272","1ir6","Alpha and beta proteins (a/b)","DHH phosphoesterases","DHH phosphoesterases","Exonuclease RecJ"
"PF02273","1tht","Alpha and beta proteins (a/b)","alpha/betaHydrolases","alpha/betaHydrolases","Thioesterases"
"PF02274","1jdw","Alpha and beta proteins (a+b)","Pentein beta/alphapropeller","Pentein","Amidinotransferase"
"PF02275","3pva","Alpha and beta proteins (a+b)","Ntn hydrolaselike","Nterminal nucleophile aminohydrolases (Ntn hydrolases)","Penicillin V acylase"
"PF02276","1prc","All alpha proteins","8 Multiheme cytochromes","1 Multiheme cytochromes","2 Photosynthetic reaction centre (cytochrome subunit)"
"PF02277","1d0s","Alpha and beta proteins (a/b)","Nicotinate mononucleotide dimethylbenzimidazole phosphoribosyltransferase (CobT)","Nicotinate mononucleotide dimethylbenzimidazole phosphoribosyltransferase (CobT)","Nicotinate mononucleotide dimethylbenzimidazole phosphoribosyltransferase (CobT)"
"PF02278","1cb8","All alpha proteins","2 alpha/alpha toroid","3 Chondroitin AC/alginate lyase","2 Hyaluronate lyase-like catalytic N-terminal domain"
"PF02282","1dml","Alpha and beta proteins (a+b)","DNA clamp","DNA clamp","DNA polymerase processivity factor"
"PF02283","1cbu","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","RecA proteinlike (ATPasedomain)"
"PF02284","2occ","All alpha proteins","Cytochrome c oxidase subunit h","Cytochrome c oxidase subunit h","Cytochrome c oxidase subunit h"
"PF02285","1occ","All alpha proteins","Cytochrome c oxidase subunit h","Cytochrome c oxidase subunit h","Cytochrome c oxidase subunit h"
"PF02286","1dio","Alpha and beta proteins (a/b)","Anticodonbinding domainlike","Bdependent dehydatase associated subunit","Diol dehydratase beta subunit"
"PF02287","1dio","Alpha and beta proteins (a/b)","Anticodonbinding domainlike","Bdependent dehydatase associated subunit","Diol dehydratase beta subunit"
"PF02288","1dio","Alpha and beta proteins (a/b)","Anticodonbinding domainlike","Bdependent dehydatase associated subunit","Diol dehydratase beta subunit"
"PF02289","1qlm","Alpha and beta proteins (a+b)","Methenyltetrahydromethanopterin cyclohydrolase","Methenyltetrahydromethanopterin cyclohydrolase","Methenyltetrahydromethanopterin cyclohydrolase"
"PF02290","1914","Alpha and beta proteins (a+b)","Signal recognition particle alu RNA binding heterodimer SRP/","Signal recognition particle alu RNA binding heterodimer SRP/","Signal recognition particle alu RNA binding heterodimer SRP/"
"PF02291","1taf","All alpha proteins","Histonefold","Histonefold","TBPassociated factors TAFs"
"PF02294","1sso","All beta proteins","SHlike barrel","Chromo domainlike","""Histonelike"" proteins from archaea"
"PF02295","1qgp","All alpha proteins","DNA/RNA-binding 3-helical bundle","""Winged helix"" DNA-binding domain","Z-DNA binding domain"
"PF02296","1qtp","All beta proteins","Immunoglobulinlike betasandwich","Clathrin adaptor appendage domain","Alphaadaptin ear subdomainlike"
"PF02297","2occ","All alpha proteins","Cytochrome c oxidase subunit h","Cytochrome c oxidase subunit h","Cytochrome c oxidase subunit h"
"PF02298","2cbp","All beta proteins","Cupredoxin-like","Cupredoxins","Plastocyanin/azurin-like"
"PF02301","1duj","Alpha and beta proteins (a+b)","The spindle assembly checkpoint protein mad","The spindle assembly checkpoint protein mad","The spindle assembly checkpoint protein mad"
"PF02302","1e2b","Alpha and beta proteins (a/b)","Phosphotyrosine protein phosphatases Ilike","PTS system IIB componentlike","PTS system Lactose/Cellobiose specific IIB subunit"
"PF02304","1cd3","All alpha proteins","Scaffolding protein gpD of bacteriophage procapsid","Scaffolding protein gpD of bacteriophage procapsid","Scaffolding protein gpD of bacteriophage procapsid"
"PF02305","2bpa","All beta proteins","1  Nucleoplasmin-like/VP (viral coat and capsid proteins)","5  ssDNA viruses","1  Microviridae-like VP"
"PF02306","2bpa","All beta proteins","1  Nucleoplasmin-like/VP (viral coat and capsid proteins)","5  ssDNA viruses","1  Microviridae-like VP"
"PF02310","1be1","Alpha and beta proteins (a/b)","Flavodoxinlike","Cobalamin (vitamin B)binding domain","Cobalamin (vitamin B)binding domain"
"PF02311","2aac","All beta proteins","Double-stranded beta-helix","Regulatory protein AraC","Regulatory protein AraC"
"PF02315","4aah","All beta proteins","bladed betapropeller","Quinoprotein alcohol dehydrogenaselike","Quinoprotein alcohol dehydrogenaselike"
"PF02316","1qpm","All alpha proteins","Putative DNA-binding domain","Putative DNA-binding domain","Excisionase-like"
"PF02317","1bg6","Alpha and beta proteins (a/b)","NAD(P)binding Rossmannfold domains","NAD(P)binding Rossmannfold domains","phosphogluconate dehydrogenaselike Nterminal domain"
"PF02318","1zbd","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","G proteins"
"PF02319","1cf7","All alpha proteins","DNA/RNAbinding helical bundle","""Winged helix"" DNAbinding domain","Cell cycle transcription factor efdp"
"PF02320","1bcc","All alpha proteins","Cytochrome c","Cytochrome c","Cytochrome bc1 domain"
"PF02329","1pya","Alpha and beta proteins (a+b)","Pyruvoyldependent histidine and arginine decarboxylases","Pyruvoyldependent histidine and arginine decarboxylases","Histidine decarboxylase"
"PF02330","1p32","Alpha and beta proteins (a+b)","Mitochondrial glycoprotein MAMlike","Mitochondrial glycoprotein MAMlike","Mitochondrial glycoprotein MAMlike"
"PF02331","1p35","All beta proteins","Baculovirus p protein","Baculovirus p protein","Baculovirus p protein"
"PF02332","1mhy","All alpha proteins","Open three-helical up-and-down bundle","Methane monooxygenase hydrolase gamma subunit","Methane monooxygenase hydrolase gamma subunit"
"PF02333","1qlg","All beta proteins","bladed betapropeller","Thermostable phytase (phytase)","Thermostable phytase (phytase)"
"PF02334","1bm9","All alpha proteins","DNA/RNA-binding 3-helical bundle","""Winged helix"" DNA-binding domain","Replication terminator protein (RTP)"
"PF02335","1qdb","All alpha proteins","8 Multiheme cytochromes","1 Multiheme cytochromes","3 Di-heme elbow motif"
"PF02336","1dnv","All beta proteins","Nucleoplasminlike/VP (viral coat and capsid proteins)","ssDNA viruses","Densovirinaelike VP"
"PF02348","1h7t","Alpha and beta proteins (a/b)","Nucleotidediphosphosugar transferases","Nucleotidediphosphosugar transferases","Cytidylytransferase"
"PF02350","1f6d","Alpha and beta proteins (a/b)","UDPGlycosyltransferase/glycogen phosphorylase","UDPGlycosyltransferase/glycogen phosphorylase","UDPNacetylglucosamine epimerase"
"PF02353","1kpi","Alpha and beta proteins (a/b)","SadenosylLmethioninedependent methyltransferases","SadenosylLmethioninedependent methyltransferases","Mycolic acid cyclopropane synthase"
"PF02357","1npp","Alpha and beta proteins (a+b)","Ferredoxinlike","Nutilization substance G protein NusG Nterminal domain","Nutilization substance G protein NusG Nterminal domain"
"PF02359","1cz4","Alpha and beta proteins (a+b)","Cdc domain like","Cdc domain like","Cdc domain like"
"PF02365","1ut7","All beta proteins","NAC domain","NAC domain","NAC domain"
"PF02367","1htw","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","YjeElike"
"PF02369","1cwv","All beta proteins","Immunoglobulin-like beta-sandwich","Invasin/intimin cell-adhesion fragments","Invasin/intimin cell-adhesion fragments"
"PF02374","1f48","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","Nitrogenase iron proteinlike"
"PF02376","1wh6","All alpha proteins","lambda repressor-like DNA-binding domains","lambda repressor-like DNA-binding domains","CUT domain"
"PF02381","1n0g","All beta proteins","Doublesplit betabarrel","AbrB/MazE/MraZlike","Hypothetical protein MraZ"
"PF02388","1p4n","Alpha and beta proteins (a+b)","AcylCoA Nacyltransferases (Nat)","AcylCoA Nacyltransferases (Nat)","FemXAB nonribosomal peptidyltransferases"
"PF02391","1nvi","Alpha and beta proteins (a+b)","betaGrasp (ubiquitinlike)","MoaD/ThiS","MoaD"
"PF02403","1sry","All alpha proteins","Long alphahairpin","tRNAbinding arm","SeryltRNA synthetase (SerRS)"
"PF02404","1exz","All alpha proteins","4-helical cytokines","4-helical cytokines","Short-chain cytokines"
"PF02406","1hqi","Alpha and beta proteins (a+b)","Monooxygenase (hydroxylase) regulatory protein","Monooxygenase (hydroxylase) regulatory protein","Monooxygenase (hydroxylase) regulatory protein"
"PF02412","1ux6","All beta proteins","Concanavalin Alike lectins/glucanases","Concanavalin Alike lectins/glucanases","Thrombospondin Cterminal domain"
"PF02420","1ezg","All beta proteins","Single-stranded right-handed beta-helix","Insect cysteine-rich antifreeze protein","Insect cysteine-rich antifreeze protein"
"PF02426","1mli","Alpha and beta proteins (a+b)","Ferredoxinlike","Dimeric alpha+beta barrel","Muconalactone isomerase MLI"
"PF02429","1ppr","All alpha proteins","1 Peridinin-chlorophyll protein","1 Peridinin-chlorophyll protein","1 Peridinin-chlorophyll protein"
"PF02431","1eyp","Alpha and beta proteins (a+b)","Chalcone isomerase","Chalcone isomerase","Chalcone isomerase"
"PF02435","1oyg","All beta proteins","5-bladed beta-propeller","Arabinanase/levansucrase/invertase","Levansucrase"
"PF02437","1l8r","All alpha proteins","Putative DNA-binding domain","Putative DNA-binding domain","Dachshund-homology domain"
"PF02441","1e20","Alpha and beta proteins (a/b)","Homooligomeric flavincontaining Cys decarboxylases HFCD","Homooligomeric flavincontaining Cys decarboxylases HFCD","Homooligomeric flavincontaining Cys decarboxylases HFCD"
"PF02446","1cwy","Alpha and beta proteins (a/b)","TIM beta/alphabarrel","(Trans)glycosidases","Amylase catalytic domain"
"PF02449","1kwg","All beta proteins","Glycosyl hydrolase domain","Glycosyl hydrolase domain","alphaAmylases Cterminal betasheet domain"
"PF02452","1ne8","All beta proteins","SHlike barrel","Cell growth inhibitor/plasmid maintenance toxic component","Kid/PemK"
"PF02463","1f2t","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","ABC transporter ATPase domainlike"
"PF02469","1o70","All beta proteins","8  FAS1 domain","1  FAS1 domain","1  FAS1 domain"
"PF02482","1n3g","Alpha and beta proteins (a+b)","Ribosome binding protein Y (YfiA homologue)","Ribosome binding protein Y (YfiA homologue)","Ribosome binding protein Y (YfiA homologue)"
"PF02491","1e4g","Alpha and beta proteins (a/b)","Ribonuclease Hlike motif","Actinlike ATPase domain","Actin/HSP"
"PF02492","1nij","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","Nitrogenase iron proteinlike"
"PF02493","1n6a","All beta proteins","beta-clip","SET domain","Histone lysine methyltransferases"
"PF02502","1o1x","Alpha and beta proteins (a/b)","Ribose/Galactose isomerase RpiB/AlsB","Ribose/Galactose isomerase RpiB/AlsB","Ribose/Galactose isomerase RpiB/AlsB"
"PF02507","1jb0","Alpha and beta proteins (a+b)","Ferredoxinlike","FeS ferredoxins","Fe ferredoxin"
"PF02509","1l9v","Alpha and beta proteins (a+b)","Rotavirus NSP fragment Nterminal domain","Rotavirus NSP fragment Nterminal domain","Rotavirus NSP fragment Nterminal domain"
"PF02511","1kq4","Alpha and beta proteins (a+b)","Thymidylate synthasecomplementing protein Thy","Thymidylate synthasecomplementing protein Thy","Thymidylate synthasecomplementing protein Thy"
"PF02515","1p5r","Alpha and beta proteins (a/b)","CoAtransferase family III (CaiB/BaiF)","CoAtransferase family III (CaiB/BaiF)","CoAtransferase family III (CaiB/BaiF)"
"PF02518","1ei1","Alpha and beta proteins (a+b)","Ribosomal protein S domain like","Ribosomal protein S domain like","DNA gyrase/MutL second domain"
"PF02525","1qrd","Alpha and beta proteins (a/b)","Flavodoxinlike","Flavoproteins","Quinone reductase"
"PF02527","1jsx","Alpha and beta proteins (a/b)","SadenosylLmethioninedependent methyltransferases","SadenosylLmethioninedependent methyltransferases","Glucoseinhibited division protein B (GidB)"
"PF02531","1jb0","Alpha and beta proteins (a+b)","Ferredoxinlike","FeS ferredoxins","Fe ferredoxin"
"PF02534","1gl7","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","RecA proteinlike (ATPasedomain)"
"PF02540","1nsy","Alpha and beta proteins (a/b)","Adenine nucleotide alpha hydrolaselike","Adenine nucleotide alpha hydrolaseslike","Ntype ATP pyrophosphatases"
"PF02542","1iv1","Alpha and beta proteins (a+b)","Bacillus chorismate mutaselike","IpsFlike","IpsFlike"
"PF02545","1exc","Alpha and beta proteins (a/b)","Anticodonbinding domainlike","ITPaselike","Maflike"
"PF02548","1oy0","Alpha and beta proteins (a/b)","TIM beta/alpha-barrel","Phosphoenolpyruvate/pyruvate domain","Ketopantoate hydroxymethyltransferase PanB"
"PF02551","1c8u","Alpha and beta proteins (a+b)","Thioesterase/thiol ester dehydraseisomerase","Thioesterase/thiol ester dehydraseisomerase","AcylCoA thioesterase"
"PF02556","1fx3","Alpha and beta proteins (a+b)","SecBlike","SecBlike","Bacterial proteinexport protein SecB"
"PF02558","1ks9","Alpha and beta proteins (a/b)","NAD(P)binding Rossmannfold domains","NAD(P)binding Rossmannfold domains","phosphogluconate dehydrogenaselike Nterminal domain"
"PF02560","1dw9","All alpha proteins","lambda repressorlike DNAbinding domains","lambda repressorlike DNAbinding domains","Cyanase Nterminal domain"
"PF02561","1orj","All alpha proteins","Four-helical up-and-down bundle","9 Flagellar export chaperone FliS","1 Flagellar export chaperone FliS"
"PF02566","1n2f","Alpha and beta proteins (a+b)","OsmClike","OsmClike","Ohr/OsmC resistance proteins"
"PF02567","1sdj","Alpha and beta proteins (a+b)","Diaminopimelate epimeraselike","Diaminopimelate epimeraselike","PhzC/PhzFlike"
"PF02569","1iho","Alpha and beta proteins (a/b)","Adenine nucleotide alpha hydrolaselike","Nucleotidylyl transferase","Pantothenate synthetase (Pantoatebetaalanine ligase PanC)"
"PF02570","1f2v","Alpha and beta proteins (a/b)","Flavodoxinlike","PrecorrinX methylmutase CbiC/CobH","PrecorrinX methylmutase CbiC/CobH"
"PF02572","1g64","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","RecA proteinlike (ATPasedomain)"
"PF02574","1lt8","Alpha and beta proteins (a/b)","TIM beta/alphabarrel","Homocysteine Smethyltransferase","Homocysteine Smethyltransferase"
"PF02575","1j8b","Alpha and beta proteins (a+b)","YbaBlike","YbaBlike","YbaBlike"
"PF02576","1ib8","Alpha and beta proteins (a+b)","Alphalytic protease prodomainlike","YhbClike Nterminal domain","YhbClike Nterminal domain"
"PF02579","1eo1","Alpha and beta proteins (a/b)","Ribonuclease Hlike motif","Nitrogenase accessory factorlike","MTHlike"
"PF02580","1jke","Alpha and beta proteins (a/b)","DTDlike","DTDlike","DTDlike"
"PF02581","2tps","Alpha and beta proteins (a/b)","TIM beta/alpha-barrel","Thiamin phosphate synthase","Thiamin phosphate synthase"
"PF02585","1uan","Alpha and beta proteins (a/b)","LmbElike","LmbElike","LmbElike"
"PF02590","1ns5","Alpha and beta proteins (a/b)","alpha/beta knot","alpha/beta knot","YbeAlike"
"PF02594","1jrm","Alpha and beta proteins (a+b)","YggUlike","YggUlike","YggUlike"
"PF02597","1f0z","Alpha and beta proteins (a+b)","betaGrasp (ubiquitinlike)","MoaD/ThiS","ThiS"
"PF02598","1k3r","Alpha and beta proteins (a/b)","alpha/beta knot","alpha/beta knot","Hypothetical protein MTH (MT) dimerisation domain"
"PF02602","1jr2","Alpha and beta proteins (a/b)","HemDlike","HemDlike","HemDlike"
"PF02603","1ko7","Alpha and beta proteins (a/b)","PEP carboxykinaselike","PEP carboxykinaselike","HPr kinase HprK Cterminal domain"
"PF02605","1jb0","Alpha and beta proteins (a+b)","Ferredoxinlike","FeS ferredoxins","Fe ferredoxin"
"PF02607","1bmt","All alpha proteins","Methionine synthase domain-like","Methionine synthase domain","Methionine synthase domain"
"PF02613","1n1c","All alpha proteins","4 TorD-like","1 TorD-like","1 TorD-like"
"PF02614","1j5s","Alpha and beta proteins (a/b)","TIM beta/alpha-barrel","Metallo-dependent hydrolases","Uronate isomerase-like"
"PF02615","1s20","Alpha and beta proteins (a/b)","Lsulfolactate dehydrogenaselike","Lsulfolactate dehydrogenaselike","Lsulfolactate dehydrogenaselike"
"PF02617","1mbx","All alpha proteins","Double ClpN motif","Double ClpN motif","Double ClpN motif"
"PF02627","1knc","All alpha proteins","2 AhpD-like","1 AhpD-like","1 AhpD"
"PF02629","1cqi","Alpha and beta proteins (a+b)","ATPgrasp","Glutathione synthetase ATPbinding domainlike","SuccinylCoA synthetase betachain Nterminal domain"
"PF02630","1on4","Alpha and beta proteins (a/b)","Thioredoxin fold","Thioredoxinlike","Glutathione peroxidaselike"
"PF02633","1v7z","Alpha and beta proteins (a/b)","Creatininase","Creatininase","Creatininase"
"PF02635","1jx7","Alpha and beta proteins (a/b)","DsrEFHlike","DsrEFHlike","DsrEFlike"
"PF02637","2g5i","Alpha and beta proteins (a/b)","Amidase signature (AS) enzymes","Amidase signature (AS) enzymes","Amidase signature (AS) enzymes"
"PF02645","1mgp","Alpha and beta proteins (a/b)","DAK/DegVlike","DAK/DegVlike","DegVlike"
"PF02657","1ni7","Alpha and beta proteins (a+b)","SufE/NifU","SufE/NifU","SufElike"
"PF02664","1inn","Alpha and beta proteins (a+b)","LuxS/MPPlike metallohydrolase","LuxS/MPPlike metallohydrolase","Autoinducer production protein LuxS"
"PF02665","1q16","Alpha and beta proteins (a+b)","Ferredoxinlike","FeS ferredoxins","Ferredoxin domains from multidomain proteins"
"PF02668","1gy9","All beta proteins","Doublestranded betahelix","Clavaminate synthaselike","TauD/TfdAlike"
"PF02670","1onn","Alpha and beta proteins (a/b)","NAD(P)binding Rossmannfold domains","NAD(P)binding Rossmannfold domains","Glyceraldehydephosphate dehydrogenaselike Nterminal domain"
"PF02671","1g1e","All alpha proteins","PAH domain","PAH domain","PAH domain"
"PF02678","1j1l","All beta proteins","Doublestranded betahelix","RmlClike cupins","Pirinlike"
"PF02679","1qwg","Alpha and beta proteins (a/b)","TIM beta/alpha-barrel","(2r)-phospho-3-sulfolactate synthase ComA","(2r)-phospho-3-sulfolactate synthase ComA"
"PF02700","1gtd","Alpha and beta proteins (a+b)","PurSlike","PurSlike","PurS subunit of FGAM synthetase"
"PF02709","1fgx","Alpha and beta proteins (a/b)","Nucleotidediphosphosugar transferases","Nucleotidediphosphosugar transferases","beta  galactosyltransferase (bGalT)"
"PF02710","1flc","Alpha and beta proteins (a/b)","Flavodoxinlike","SGNH hydrolase","Esterase domain of haemagglutininesterasefusion glycoprotein HEF"
"PF02727","1oac","Alpha and beta proteins (a+b)","N domain of copper amine oxidaselike","Copper amine oxidase domain N","Copper amine oxidase domain N"
"PF02728","1oac","Alpha and beta proteins (a+b)","N domain of copper amine oxidaselike","Copper amine oxidase domain N","Copper amine oxidase domain N"
"PF02729","1raa","Alpha and beta proteins (a+b)","Ferredoxinlike","Aspartate carbamoyltransferase Regulatorychain Nterminal domain","Aspartate carbamoyltransferase Regulatorychain Nterminal domain"
"PF02730","1aor","Alpha and beta proteins (a+b)","Aldehyde ferredoxin oxidoreductase Nterminal domain","Aldehyde ferredoxin oxidoreductase Nterminal domain","Aldehyde ferredoxin oxidoreductase Nterminal domain"
"PF02732","1j24","Alpha and beta proteins (a/b)","Restriction endonucleaselike","Restriction endonucleaselike","XPF/Rad/Mus nuclease"
"PF02733","1un9","All alpha proteins","8 DhaL-like","1 DhaL-like","1 DhaL-like"
"PF02734","1un9","All alpha proteins","8 DhaL-like","1 DhaL-like","1 DhaL-like"
"PF02735","1jey","All beta proteins","1  SPOC domain-like","1  SPOC domain-like","1  Ku70 subunit middle domain"
"PF02736","1mnd","Alpha and beta proteins (a/b)","Ploop containing nucleoside triphosphate hydrolases","Ploop containing nucleoside triphosphate hydrolases","Motor proteins"
"PF02737","2hdh","All alpha proteins","0 6-phosphogluconate dehydrogenase C-terminal domain-like","1 6-phosphogluconate dehydrogenase C-terminal domain-like","3 HCDH C-domain-like"
"PF02739","1taq","Multidomain proteins (alpha and beta)","DNA/RNA polymerases","DNA/RNA polymerases","DNA polymerase I"
"PF02740","1lpb","Alpha and beta proteins (a/b)","alpha/betaHydrolases","alpha/betaHydrolases","Pancreatic lipase Nterminal domain"
"PF02741","1ftr","Alpha and beta proteins (a+b)","Ferredoxinlike","Formylmethanofuran tetrahydromethanopterin formyltransferase","Formylmethanofuran tetrahydromethanopterin formyltransferase"
"PF02742","2dtr","All alpha proteins","Iron-dependent repressor protein dimerization domain","Iron-dependent repressor protein dimerization domain","Iron-dependent repressor protein dimerization domain"
"PF02744","1hxp","Alpha and beta proteins (a+b)","HITlike","HITlike","Hexosephosphate uridylyltransferase"
"PF02745","1mro","All alpha proteins","Methylcoenzyme M reductase alpha and beta chain Cterminal domain","Methylcoenzyme M reductase alpha and beta chain Cterminal domain","Methylcoenzyme M reductase alpha and beta chain Cterminal domain"
"PF02746","2chr","Alpha and beta proteins (a/b)","TIM beta/alpha-barrel","Enolase C-terminal domain-like","D-glucarate dehydratase-like"
